Country Code,City,Location,Coordinates,Pollutant,Source Name,Unit,Value,Last Updated,Country Label
IN,,"Nishant Ganj, Lucknow - UPPCB","26.871428, 80.957145",CO,caaqm,µg/m³,0.0,2019-08-16T17:00:00+05:30,India
IN,,"GM Office, Brajrajnagar - OSPCB","21.8004996, 83.8396977",SO2,caaqm,µg/m³,23.17,2022-10-15T01:30:00+05:30,India
IN,,"Opp GPO Civil Lines, Nagpur - MPCB","21.152874999999998, 79.0517531",O3,caaqm,µg/m³,11.05,2022-10-31T06:15:00+05:30,India
IN,,"Sector-D Industrial Area, Mandideep - MPPCB","23.10844, 77.51142800000001",NO2,caaqm,µg/m³,108.6,2022-10-31T07:30:00+05:30,India
IN,,"Plammoodu, Thiruvananthapuram - Kerala PCB","8.5149093, 76.9435879",O3,caaqm,µg/m³,11.3,2022-10-31T07:30:00+05:30,India
IN,,"Lalbagh, Lucknow - CPCB","26.845880499999996, 80.93655409999998",PM2.5,caaqm,µg/m³,116.9,2022-10-31T07:15:00+05:30,India
IN,,"Dwarka-Sector 8, Delhi - DPCC","28.5206826, 76.8023871",CO,caaqm,µg/m³,1700.0,2018-05-12T10:30:00+05:30,India
IN,,"Okhla Phase-2, Delhi - DPCC","28.5366411, 77.2664587",PM2.5,caaqm,µg/m³,74.0,2018-05-13T15:30:00+05:30,India
IN,,"Punjabi Bagh, Delhi - DPCC","28.674045000000003, 77.13102300000001",O3,caaqm,µg/m³,6.3,2022-10-16T19:45:00+05:30,India
IN,,"IHBAS, Dilshad Garden, Delhi - CPCB","28.681173599999997, 77.3025234",PM10,caaqm,µg/m³,309.7,2022-10-31T07:15:00+05:30,India
IN,,"IHBAS, Dilshad Garden, Delhi - CPCB","28.681173599999997, 77.3025234",SO2,caaqm,µg/m³,5.9,2022-10-31T07:15:00+05:30,India
IN,,"IHBAS, Dilshad Garden, Delhi - CPCB","28.681173599999997, 77.3025234",O3,caaqm,µg/m³,1.5,2022-10-31T07:15:00+05:30,India
IN,,"Manali Village, Chennai - TNPCB","11.258244, 77.552429",PM10,caaqm,µg/m³,27.2,2019-07-19T10:45:00+05:30,India
IN,,"Colaba, Mumbai - MPCB","18.91, 72.82",PM10,caaqm,µg/m³,157.8,2022-10-31T07:15:00+05:30,India
IN,,"Alipur, Delhi - DPCC","28.815328999999995, 77.15301",PM10,caaqm,µg/m³,449.0,2022-10-31T06:00:00+05:30,India
IN,,"Railway Colony, Guwahati - APCB","26.144499999999997, 91.7362",NO2,caaqm,µg/m³,8.64,2019-12-24T13:00:00+05:30,India
IN,,"Kurla, Mumbai - MPCB","19.086299999999998, 72.8888",CO,caaqm,µg/m³,640.0,2022-10-31T07:30:00+05:30,India
IN,,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","19.10078, 72.87462",NO2,caaqm,µg/m³,15.97,2022-10-31T07:15:00+05:30,India
IN,,"Jadavpur, Kolkata - WBPCB","22.49929, 88.36917",CO,caaqm,µg/m³,1190.0,2022-10-31T07:30:00+05:30,India
IN,,"Murthal, Sonipat - HSPCB","29.027199999999997, 77.0669191",PM10,caaqm,µg/m³,284.92,2020-01-02T12:15:00+05:30,India
IN,,"Jawaharlal Nehru Stadium, Delhi - DPCC","28.58028, 77.233829",O3,caaqm,µg/m³,9.1,2022-10-31T06:15:00+05:30,India
IN,,"Shrivastav Colony, Damoh - MPPCB","23.81748678, 79.446246",PM2.5,caaqm,µg/m³,81.0,2022-10-31T07:30:00+05:30,India
IN,,"Patti Mehar, Ambala - HSPCB","30.379589, 76.778328",O3,caaqm,µg/m³,7.91,2022-10-31T07:15:00+05:30,India
IN,,"Sion, Mumbai - MPCB","19.047, 72.8746",PM10,caaqm,µg/m³,130.97,2022-10-31T07:15:00+05:30,India
IN,,"Silk Board, Bengaluru - KSPCB","12.917348000000002, 77.622813",NO2,caaqm,µg/m³,22.6,2022-10-31T07:30:00+05:30,India
IN,,"Hombegowda Nagar, Bengaluru - KSPCB","12.938539, 77.5901",CO,caaqm,µg/m³,2.19,2022-10-16T21:30:00+05:30,India
IN,,"MD University, Rohtak - HSPCB","28.521229999999996, 76.37138",SO2,caaqm,µg/m³,8.06,2022-10-31T07:15:00+05:30,India
IN,,"SFTI Kusdihra, Gaya - BSPCB","24.762518, 84.982348",SO2,caaqm,µg/m³,3.62,2022-10-16T21:00:00+05:30,India
IN,,"ICRISAT Patancheru, Hyderabad - TSPCB","17.305178, 78.162863",CO,caaqm,µg/m³,370.0,2020-04-28T15:15:00+05:30,India
IN,,"Kariavattom, Thiruvananthapuram - Kerala PCB","8.563699999999999, 76.8865",CO,caaqm,µg/m³,0.0,2022-10-16T21:15:00+05:30,India
IN,,"Bawana, Delhi - DPCC","28.7762, 77.051074",PM2.5,caaqm,µg/m³,296.0,2022-10-31T06:15:00+05:30,India
IN,,"Ashok Vihar, Delhi - DPCC","28.695381, 77.181665",NO2,caaqm,µg/m³,34.6,2022-10-31T06:15:00+05:30,India
IN,,"Ashok Vihar, Delhi - DPCC","28.695381, 77.181665",PM2.5,caaqm,µg/m³,277.0,2022-10-31T06:15:00+05:30,India
IN,,"Samanpura, Patna - BSPCB","25.596727, 85.085624",CO,caaqm,µg/m³,1280.0,2022-10-16T21:15:00+05:30,India
IN,,"Buddha Colony, Muzaffarpur - BSPCB","26.11442, 85.39813",O3,caaqm,µg/m³,29.51,2022-10-16T21:00:00+05:30,India
IN,,"Ghusuri, Howrah - WBPCB","22.611968, 88.347422",CO,caaqm,µg/m³,530.0,2022-10-16T21:15:00+05:30,India
IN,,"ICRISAT Patancheru, Hyderabad - TSPCB","17.5184, 78.278777",CO,caaqm,µg/m³,480.0,2022-10-31T07:15:00+05:30,India
IN,,"Meelavittan, Thoothukudi - TNPCB","8.816428, 78.099039",NO2,caaqm,µg/m³,16.6,2022-10-16T21:30:00+05:30,India
IN,,"Bandra Kurla Complex, Mumbai - IITM","19.053536000000005, 72.84643",O3,caaqm,µg/m³,5.0,2022-10-16T21:15:00+05:30,India
IN,,"Chandni Chowk, Delhi - IITM","28.656756, 77.227234",CO,caaqm,µg/m³,710.0,2022-08-02T16:00:00+05:30,India
IN,,"Haji Colony, Raichur - KSPCB","16.208139, 77.348417",PM2.5,caaqm,µg/m³,10.0,2022-10-16T15:00:00+05:30,India
IN,,"IITK, Kanpur - IITK","26.511738999999995, 80.235136",PM2.5,caaqm,µg/m³,15.4,2022-10-16T21:30:00+05:30,India
IN,,"Kadri, Mangalore - KSPCB","12.889250000000002, 74.853",PM2.5,caaqm,µg/m³,20.07,2022-10-31T07:15:00+05:30,India
IN,,"Kadri, Mangalore - KSPCB","12.889250000000002, 74.853",CO,caaqm,µg/m³,590.0,2022-10-31T07:15:00+05:30,India
IN,,"Jawahar Nagar, Puducherry - PPCC","11.9309, 79.8027",PM2.5,caaqm,µg/m³,1.0,2022-10-16T21:30:00+05:30,India
IN,,"B.Katihalli, Hassan - KSPCB","13.008556, 76.12525800000002",O3,caaqm,µg/m³,14.1,2022-10-16T21:15:00+05:30,India
IN,,"Jhunsi, Prayagraj - UPPCB","25.425602, 81.917152",CO,caaqm,µg/m³,1220.0,2022-10-16T21:30:00+05:30,India
IN,,"B R Ambedkar University, Lucknow - UPPCB","26.766433000000003, 80.927299",O3,caaqm,µg/m³,36.49,2022-10-16T21:30:00+05:30,India
IN,,"SAC ISRO Satellite, Ahmedabad - IITM","23.023389000000005, 72.515201",SO2,caaqm,µg/m³,4.14,2022-07-07T14:45:00+05:30,India
IN,,"Shastripuram, Agra - UPPCB","27.198620000000002, 77.92066",PM2.5,caaqm,µg/m³,62.4,2022-10-16T21:30:00+05:30,India
IN,,"IESD Banaras Hindu University, Varanasi - UPPCB","25.262326, 82.995408",NO2,caaqm,µg/m³,20.84,2022-10-16T21:15:00+05:30,India
IN,,"Kareemganj, Gaya - BSPCB","24.792403000000004, 84.992416",PM10,caaqm,µg/m³,223.0,2022-10-31T07:15:00+05:30,India
IN,,"Chitragupta Nagar, Siwan - BSPCB","26.2271665, 84.35704269999998",O3,caaqm,µg/m³,25.4,2022-10-31T07:15:00+05:30,India
IN,,"Eco Herbal Park, Moradabad - UPPCB","28.840738999999996, 78.69753100000001",O3,caaqm,µg/m³,4.6,2022-10-31T07:30:00+05:30,India
IN,,"DM College of Science, Imphal - Manipur PCB","24.8207389, 93.94230849999998",PM2.5,caaqm,µg/m³,4.0,2022-10-31T07:30:00+05:30,India
IN,,"Kalindi Kunj, Khurja - UPPCB","28.2348927, 77.86830020000001",PM10,caaqm,µg/m³,310.07,2022-10-31T07:15:00+05:30,India
IN,,"Kalindi Kunj, Khurja - UPPCB","28.2348927, 77.86830020000001",PM2.5,caaqm,µg/m³,124.03,2022-10-31T07:15:00+05:30,India
IN,,"Transport Nagar, Moradabad - UPPCB","28.802625000000003, 78.75372800000001",O3,caaqm,µg/m³,8.36,2022-10-31T07:30:00+05:30,India
IN,,"Vasanthapuram, Vellore - TNPCB","12.909494, 79.131861",SO2,caaqm,µg/m³,15.96,2022-10-31T07:15:00+05:30,India
IN,,"Sona College of Technology, Salem - TNPCB","11.679111, 78.125052",CO,caaqm,µg/m³,740.0,2022-10-03T18:00:00+05:30,India
IN,,"Sona College of Technology, Salem - TNPCB","11.679111, 78.125052",PM2.5,caaqm,µg/m³,27.0,2022-10-03T18:00:00+05:30,India
IN,,Dhopagachi,"22.3743, 88.415",PM2.5,airgradient,µg/m³,263.5914560953776,2025-01-14T04:30:00+05:30,India
IN,,"Bawana, Delhi - DPCC","28.7762, 77.051074",NO2,caaqm,µg/m³,22.8,2022-10-31T06:15:00+05:30,India
IN,,"Ashok Vihar, Delhi - DPCC","28.695381, 77.181665",PM10,caaqm,µg/m³,392.0,2022-10-31T06:15:00+05:30,India
IN,,"Anand Vihar, Delhi - DPCC","28.646835, 77.316032",NO2,caaqm,µg/m³,17.5,2021-09-20T13:15:00+05:30,India
IN,,"ITO, Delhi - CPCB","28.628624, 77.24106",NO2,caaqm,µg/m³,83.1,2022-10-31T07:15:00+05:30,India
IN,,"Lumpyngngad, Shillong - Meghalaya PCB","25.5586, 91.8985",SO2,caaqm,µg/m³,16.61,2022-10-16T21:30:00+05:30,India
IN,,"PWD Juction, Kohima - NPCB","25.663541299999995, 94.09898780000002",PM10,caaqm,µg/m³,46.0,2022-10-16T21:30:00+05:30,India
IN,,"Rabindra Sarobar, Kolkata - WBPCB","22.51106, 88.35142",NO2,caaqm,µg/m³,42.0,2022-10-31T07:15:00+05:30,India
IN,,"City Center, Gwalior - MPPCB","26.203442, 78.19325100000002",NO2,caaqm,µg/m³,50.4,2022-10-16T21:30:00+05:30,India
IN,,"Sector 11, Faridabad - HSPCB","28.376058, 77.315741",NO2,caaqm,µg/m³,25.42,2022-10-16T21:15:00+05:30,India
IN,,"T T Nagar, Bhopal - MPPCB","23.233584000000004, 77.400574",O3,caaqm,µg/m³,0.9,2022-10-16T21:30:00+05:30,India
IN,,"Arumbakkam, Chennai - TNPCB","13.0664, 80.2112",PM2.5,caaqm,µg/m³,10.0,2022-10-16T21:30:00+05:30,India
IN,,"Borivali East, Mumbai - IITM","19.23241, 72.86895",PM2.5,caaqm,µg/m³,0.0,2022-07-08T12:45:00+05:30,India
IN,,"Malad West, Mumbai - IITM","19.19709, 72.82204",SO2,caaqm,µg/m³,18.84,2022-10-16T21:15:00+05:30,India
IN,,"Khindipada-Bhandup West, Mumbai - IITM","19.1653323, 72.922099",CO,caaqm,µg/m³,460.0,2022-09-22T11:00:00+05:30,India
IN,,"Kandivali East, Mumbai - MPCB","19.2058, 72.8682",NO2,caaqm,µg/m³,13.64,2022-10-16T21:15:00+05:30,India
IN,,"IITK, Kanpur - IITK","26.511738999999995, 80.235136",O3,caaqm,µg/m³,16.03,2022-10-16T21:30:00+05:30,India
IN,,"Pan Bazaar, Guwahati - PCBA","26.1875, 91.744194",PM10,caaqm,µg/m³,87.0,2022-10-16T21:30:00+05:30,India
IN,,"Kadri, Mangalore - KSPCB","12.889250000000002, 74.853",PM10,caaqm,µg/m³,58.37,2022-10-31T07:15:00+05:30,India
IN,,"Panchal Nagar, Gadag - KSPCB","15.411456, 75.638133",SO2,caaqm,µg/m³,19.22,2022-10-15T15:00:00+05:30,India
IN,,"B.Katihalli, Hassan - KSPCB","13.008556, 76.12525800000002",PM10,caaqm,µg/m³,985.0,2022-10-16T21:15:00+05:30,India
IN,,"Motilal Nehru NIT, Prayagraj - UPPCB","25.494, 81.863",SO2,caaqm,µg/m³,15.63,2022-10-31T07:30:00+05:30,India
IN,,"Sector-3B Avas Vikas Colony, Agra - UPPCB","27.19412, 77.96237",PM10,caaqm,µg/m³,141.8,2022-10-16T21:30:00+05:30,India
IN,,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","23.04307, 72.562968",CO,caaqm,µg/m³,1010.0,2022-07-08T12:30:00+05:30,India
IN,,"Kamalnath Nagar, Bettiah - BSPCB","26.80365, 84.51954",O3,caaqm,ppm,0.01,2021-07-22T09:30:00+05:30,India
IN,,"Mangala, Bilaspur - NTPC","22.08815, 82.13737",PM2.5,caaqm,µg/m³,28.75,2022-10-31T07:30:00+05:30,India
IN,,"Mariam Nagar, Purnia - BSPCB","25.366336, 87.11746800000002",SO2,caaqm,µg/m³,4.0,2022-10-31T07:15:00+05:30,India
IN,,"Police Line, Saharsa - BSPCB","25.892357, 86.590325",O3,caaqm,µg/m³,30.3,2022-10-16T21:15:00+05:30,India
IN,,"Eco Herbal Park, Moradabad - UPPCB","28.840738999999996, 78.69753100000001",PM2.5,caaqm,µg/m³,48.0,2022-10-31T07:30:00+05:30,India
IN,,"Shivaji Nagar, Jhansi - UPPCB","25.4547, 78.6039",SO2,caaqm,µg/m³,22.9,2022-10-31T07:30:00+05:30,India
IN,,"HIMUDA Complex Phase-1, Baddi - HPPCB","30.943887, 76.801991",O3,caaqm,µg/m³,85.4,2022-10-31T07:15:00+05:30,India
IN,,"DRCC Anandpur, Begusarai - BSPCB","25.444266, 86.140169",CO,caaqm,µg/m³,540.0,2022-10-31T07:15:00+05:30,India
IN,,"DM College of Science, Imphal - Manipur PCB","24.8207389, 93.94230849999998",PM10,caaqm,µg/m³,12.0,2022-10-31T07:30:00+05:30,India
IN,,"ECIL Kapra, Hyderabad - TSPCB","17.470431, 78.566959",PM2.5,caaqm,µg/m³,21.93,2022-10-16T19:45:00+05:30,India
IN,,"Somajiguda, Hyderabad - TSPCB","17.417093999999995, 78.45743700000001",CO,caaqm,µg/m³,520.0,2022-10-16T21:30:00+05:30,India
IN,,"R K Puram, Delhi - DPCC","28.5648, 77.1744",PM2.5,CPCB,µg/m³,201.0,2018-02-22T02:45:00+05:30,India
IN,,Alandur Bus Depot,"12.99711389, 80.19151667",PM2.5,CPCB,µg/m³,111.73,2018-02-22T09:15:00+05:30,India
IN,,Alandur Bus Depot,"12.99711389, 80.19151667",O3,CPCB,µg/m³,6.82,2018-02-22T09:15:00+05:30,India
IN,,"Peenya, Bengaluru - KSPCB","13.0339, 77.51321111",NO2,CPCB,µg/m³,25.02,2018-02-22T08:15:00+05:30,India
IN,,"Peenya, Bengaluru - KSPCB","13.0339, 77.51321111",PM2.5,CPCB,µg/m³,43.79,2018-02-22T08:15:00+05:30,India
IN,,"BWSSB Kadabesanahalli, Bengaluru - CPCB","12.9352049, 77.6814488",O3,caaqm,µg/m³,6.84,2022-08-02T10:45:00+05:30,India
IN,,"Secretariat, Amaravati - APPCB","16.5150833, 80.5181667",SO2,caaqm,µg/m³,6.1,2022-10-31T07:30:00+05:30,India
IN,,"Secretariat, Amaravati - APPCB","16.5150833, 80.5181667",PM10,caaqm,µg/m³,91.0,2022-10-31T07:30:00+05:30,India
IN,,"Asansol Court Area, Asansol - WBPCB","23.685297, 86.945968",O3,caaqm,µg/m³,59.97,2022-10-31T07:15:00+05:30,India
IN,,"ITO, Delhi - CPCB","28.6316945, 77.2494387",CO,caaqm,µg/m³,1450.0,2020-01-20T12:45:00+05:30,India
IN,,"Suryakiran Bhawan NCL, Singrauli - MPPCB","24.10897, 82.64558",PM2.5,caaqm,µg/m³,75.0,2022-10-16T21:30:00+05:30,India
IN,,"NSIT Dwarka, Delhi - CPCB","28.60909, 77.0325413",CO,caaqm,µg/m³,860.0,2022-10-31T07:30:00+05:30,India
IN,,"RIMT University, Mandi Gobindgarh - PPCB","30.649961, 76.331442",SO2,caaqm,µg/m³,13.67,2022-10-31T07:30:00+05:30,India
IN,,"RIMT University, Mandi Gobindgarh - PPCB","30.649961, 76.331442",NO2,caaqm,µg/m³,20.15,2022-10-31T07:30:00+05:30,India
IN,,"Indira Colony Vistar, Pali - RSPCB","25.771061, 73.34022700000001",PM2.5,caaqm,µg/m³,49.73,2022-10-31T07:15:00+05:30,India
IN,,"Sanathnagar, Hyderabad - TSPCB","17.4559458, 78.4332152",PM2.5,caaqm,µg/m³,152.0,2022-10-31T07:30:00+05:30,India
IN,,"PWD Grounds, Vijayawada - APPCB","16.507014, 80.627767",O3,caaqm,µg/m³,12.5,2020-11-13T10:00:00+05:30,India
IN,,"Sonia Vihar, Delhi - DPCC","28.67795, 77.29868",NO2,caaqm,µg/m³,6.2,2018-05-11T17:15:00+05:30,India
IN,,"Sonia Vihar, Delhi - DPCC","28.67795, 77.29868",SO2,caaqm,µg/m³,0.1,2018-05-11T17:15:00+05:30,India
IN,,"Sonia Vihar, Delhi - DPCC","28.67795, 77.29868",CO,caaqm,µg/m³,0.6,2018-05-11T17:15:00+05:30,India
IN,,"Ashok Vihar, Delhi - DPCC","28.6957202, 77.1812947",SO2,caaqm,µg/m³,2.3,2018-05-12T10:00:00+05:30,India
IN,,"Manali Village, Chennai - TNPCB","11.258244, 77.552429",O3,caaqm,µg/m³,26.4,2019-07-19T10:45:00+05:30,India
IN,,"New Mandi, Muzaffarnagar - UPPCB","29.472350800000005, 77.71940310000001",CO,caaqm,µg/m³,770.0,2022-10-31T07:30:00+05:30,India
IN,,"Shasthri Nagar, Ratlam - IPCA Lab","23.331731, 75.045981",PM2.5,caaqm,µg/m³,74.15,2022-10-31T07:30:00+05:30,India
IN,,"Phase-4 GIDC, Vatva - GPCB","22.969611, 72.6435",CO,caaqm,µg/m³,760.0,2022-10-31T07:30:00+05:30,India
IN,,"Worli, Mumbai - MPCB","18.9936162, 72.8128113",O3,caaqm,µg/m³,3.99,2022-10-31T07:30:00+05:30,India
IN,,"Rishi Nagar, Kaithal - HSPCB","29.0002662, 76.9997466",PM2.5,caaqm,µg/m³,26.74,2019-08-07T11:15:00+05:30,India
IN,,"Yamunapuram, Bulandshahr - UPPCB","28.406963, 77.849831",O3,caaqm,µg/m³,1.7,2022-10-31T06:30:00+05:30,India
IN,,"Loni, Ghaziabad - UPPCB","28.757294, 77.278792",PM2.5,caaqm,µg/m³,224.0,2022-10-31T07:30:00+05:30,India
IN,,"Loni, Ghaziabad - UPPCB","28.757294, 77.278792",SO2,caaqm,µg/m³,4.1,2022-10-31T07:30:00+05:30,India
IN,,"MD University, Rohtak - HSPCB","28.521229999999996, 76.37138",NO2,caaqm,µg/m³,26.03,2022-10-31T07:15:00+05:30,India
IN,,"Ganga Nagar, Meerut - UPPCB","28.999264, 77.7590354",PM10,caaqm,µg/m³,309.0,2022-10-16T21:30:00+05:30,India
IN,,"Sikulpuikawn, Aizawl - Mizoram PCB","23.717634199999996, 92.7192841",PM10,caaqm,µg/m³,8.0,2022-10-16T21:15:00+05:30,India
IN,,"Jahangirpuri, Delhi - DPCC","28.73282, 77.170633",SO2,caaqm,µg/m³,12.6,2022-10-31T06:15:00+05:30,India
IN,,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","17.429397999999996, 78.56935399999999",NO2,caaqm,µg/m³,2.07,2022-10-31T07:30:00+05:30,India
IN,,"IITH Kandi, Hyderabad - TSPCB","17.585705, 78.126199",SO2,caaqm,µg/m³,5.64,2022-10-31T07:30:00+05:30,India
IN,,"Ramachandrapuram, Hyderabad - TSPCB","17.528544, 78.286195",PM10,caaqm,µg/m³,68.85,2022-10-31T07:30:00+05:30,India
IN,,"Kashiram Nagar, Moradabad - UPPCB","28.849399000000002, 78.742362",NO2,caaqm,µg/m³,11.68,2022-10-31T07:30:00+05:30,India
IN,,"Kumaran College, Tirupur - TNPCB","11.0973603, 77.3228673",PM2.5,caaqm,µg/m³,16.44,2022-10-16T21:15:00+05:30,India
IN,,"PSG College of Arts and Science, Coimbatore - TNPCB","11.0328, 77.0349",PM2.5,caaqm,µg/m³,14.0,2022-10-05T18:30:00+05:30,India
IN,,Dhopagachi,"22.3743, 88.415",RELATIVEHUMIDITY,airgradient,%,64.11854203542073,2025-01-14T04:30:00+05:30,India
IN,,"Mandir Marg, Delhi - DPCC","28.6341, 77.2005",PM10,CPCB,µg/m³,208.0,2018-02-22T02:45:00+05:30,India
IN,,"MD University, Rohtak - HSPCB","28.876028, 76.619464",PM2.5,CPCB,µg/m³,132.25,2018-02-22T09:15:00+05:30,India
IN,,Chandrapur,"19.95, 79.3",PM2.5,CPCB,µg/m³,91.0,2018-02-22T09:30:00+05:30,India
IN,,"Manali, Chennai - CPCB","13.164544000000001, 80.26285",SO2,caaqm,µg/m³,7.99,2022-10-16T20:30:00+05:30,India
IN,,SaneguravaHalli - KSPCB,"12.9916694, 77.5458305555555",CO,CPCB,µg/m³,330.0,2018-02-22T05:15:00+05:30,India
IN,,IGSC Planetarium Complex - Patna - BSPCB,"25.3636, 85.0755",O3,CPCB,µg/m³,39.2,2018-02-22T09:15:00+05:30,India
IN,,"Solapur, Solapur - MPCB","17.6599188, 75.9063906",CO,caaqm,µg/m³,1780.0,2022-10-31T07:30:00+05:30,India
IN,,"Birla Staff colony, Satna - MPPCB","24.5908256, 80.8574279",PM2.5,data.gov.in,µg/m³,11.0,2018-03-14T09:00:00+05:30,India
IN,,"BWSSB Kadabesanahalli, Bengaluru - CPCB","12.9352049, 77.6814488",PM2.5,caaqm,µg/m³,10.21,2022-08-02T10:45:00+05:30,India
IN,,"Punjab Agricultural University, Ludhiana - PPCB","30.902800000000003, 75.8086",PM10,caaqm,µg/m³,187.51,2022-10-31T07:30:00+05:30,India
IN,,"Gangapur Road, Nashik - MPCB","20.0073285, 73.7762427",CO,caaqm,µg/m³,790.0,2022-10-31T07:30:00+05:30,India
IN,,"Bollaram Industrial Area, Hyderabad - TSPCB","17.540891, 78.35852799999999",O3,caaqm,µg/m³,0.7,2022-10-31T07:30:00+05:30,India
IN,,"Sector-2 Industrial Area, Pithampur - MPPCB","22.624758, 75.675238",CO,caaqm,µg/m³,1050.0,2022-10-31T07:30:00+05:30,India
IN,,"Anand Kala Kshetram, Rajamahendravaram - APPCB","16.9872867, 81.7363176",CO,caaqm,µg/m³,540.0,2022-10-31T07:30:00+05:30,India
IN,,"IDA Pashamylaram, Hyderabad - TSPCB","17.5316895, 78.21893899999999",NO2,caaqm,µg/m³,10.6,2022-10-31T07:30:00+05:30,India
IN,,"Indira Colony Vistar, Pali - RSPCB","25.771061, 73.34022700000001",NO2,caaqm,µg/m³,19.57,2022-10-31T07:15:00+05:30,India
IN,,"Sanathnagar, Hyderabad - TSPCB","17.4559458, 78.4332152",SO2,caaqm,µg/m³,2.1,2022-10-31T07:30:00+05:30,India
IN,,"PWD Grounds, Vijayawada - APPCB","16.507014, 80.627767",NO2,caaqm,µg/m³,1.38,2020-11-19T13:45:00+05:30,India
IN,,"Vasundhara, Ghaziabad - UPPCB","28.6603346, 77.3572563",SO2,caaqm,µg/m³,50.4,2022-10-31T07:30:00+05:30,India
IN,,"Vasundhara, Ghaziabad - UPPCB","28.6603346, 77.3572563",NO2,caaqm,µg/m³,253.8,2022-10-31T07:30:00+05:30,India
IN,,"Bhopal Chauraha, Dewas - MPPCB","22.9682591, 76.064118",PM2.5,caaqm,µg/m³,27.0,2022-10-31T07:30:00+05:30,India
IN,,"Bhopal Chauraha, Dewas - MPPCB","22.9682591, 76.064118",NO2,caaqm,µg/m³,37.6,2022-10-31T07:30:00+05:30,India
IN,,"Major Dhyan Chand National Stadium, Delhi - DPCC","28.6125027, 77.2351994",NO2,caaqm,µg/m³,87.4,2018-05-12T10:00:00+05:30,India
IN,,"Jahangirpuri, Delhi - DPCC","28.7258373, 77.1605631",CO,caaqm,µg/m³,2300.0,2018-05-12T10:00:00+05:30,India
IN,,"Jahangirpuri, Delhi - DPCC","28.7258373, 77.1605631",NO2,caaqm,µg/m³,111.2,2018-05-12T10:00:00+05:30,India
IN,,"Colaba, Mumbai - MPCB","18.91, 72.82",O3,caaqm,µg/m³,2.49,2022-10-31T07:15:00+05:30,India
IN,,"Major Dhyan Chand National Stadium, Delhi - DPCC","28.611281, 77.237738",PM10,caaqm,µg/m³,327.0,2022-10-31T06:15:00+05:30,India
IN,,"Gobind Pura, Yamuna Nagar - HSPCB","30.1480566, 77.2893471",NO2,caaqm,µg/m³,3.52,2022-10-31T07:00:00+05:30,India
IN,,"Kalal Majra, Khanna - PPCB","30.736056, 76.209694",O3,caaqm,µg/m³,21.08,2022-10-31T06:30:00+05:30,India
IN,,"Phase-4 GIDC, Vatva - GPCB","22.969611, 72.6435",O3,caaqm,µg/m³,1.78,2022-10-31T07:30:00+05:30,India
IN,,"Municipal Corporation Office, Dharuhera -  HSPCB","28.206799999999998, 76.79970000000002",O3,caaqm,µg/m³,38.66,2022-10-31T07:15:00+05:30,India
IN,,"Jadavpur, Kolkata - WBPCB","22.49929, 88.36917",PM10,caaqm,µg/m³,102.5,2022-10-31T07:30:00+05:30,India
IN,,"Murthal, Sonipat - HSPCB","29.027199999999997, 77.0669191",O3,caaqm,µg/m³,6.77,2020-01-02T12:15:00+05:30,India
IN,,"F-Block, Sirsa - HSPCB","29.536400000000004, 75.0158",PM2.5,caaqm,µg/m³,116.3,2022-10-31T07:30:00+05:30,India
IN,,"Chikkaballapur Rural, Chikkaballapur - KSPCB","13.428827999999998, 77.731418",CO,caaqm,µg/m³,0.34,2022-10-31T07:30:00+05:30,India
IN,,"Police Lines, Jind - HSPCB","29.307814000000004, 76.337619",PM2.5,caaqm,µg/m³,303.7,2022-10-31T07:15:00+05:30,India
IN,,"Phase-1 GIDC, Vapi - GPCB","20.362421, 72.91801299999999",CO,caaqm,µg/m³,900.0,2022-10-12T10:15:00+05:30,India
IN,,"Rishi Nagar, Kaithal - HSPCB","29.0002662, 76.9997466",SO2,caaqm,µg/m³,8.21,2019-08-07T11:15:00+05:30,India
IN,,"Bapuji Nagar, Bengaluru - KSPCB","12.951913, 77.539784",O3,caaqm,µg/m³,5.5,2022-10-31T07:30:00+05:30,India
IN,,"Hombegowda Nagar, Bengaluru - KSPCB","12.938539, 77.5901",PM10,caaqm,µg/m³,44.0,2022-10-16T21:30:00+05:30,India
IN,,"Vile Parle West, Mumbai - MPCB","19.10861, 72.83622000000001",NO2,caaqm,µg/m³,5.36,2022-10-31T07:15:00+05:30,India
IN,,"Ibrahimpur, Vijayapura - KSPCB","16.802639, 75.722694",PM2.5,caaqm,µg/m³,14.9,2022-10-16T21:30:00+05:30,India
IN,,"Sri Aurobindo Marg, Delhi - DPCC","28.531345999999996, 77.190156",CO,caaqm,µg/m³,1300.0,2022-10-31T06:15:00+05:30,India
IN,,"Najafgarh, Delhi - DPCC","28.570173, 76.933762",CO,caaqm,µg/m³,1400.0,2022-10-31T06:15:00+05:30,India
IN,,"Vidayagiri, Bagalkot - KSPCB","16.172806000000005, 75.659694",PM2.5,caaqm,µg/m³,18.63,2022-10-16T21:15:00+05:30,India
IN,,"Rajbansi Nagar, Patna - BSPCB","25.599486, 85.11366599999998",CO,caaqm,µg/m³,1470.0,2022-10-16T21:15:00+05:30,India
