country_code,location,pollutant,source_name,unit,value,last_updated,country_label,latitude,longitude
IN,"md university, rohtak - hspcb",pm2.5,cpcb,µg/m³,132.25,2018-02-22 09:15:00+05:30,india,28.876028,76.619464
IN,chandrapur,pm2.5,cpcb,µg/m³,91.0,2018-02-22 09:30:00+05:30,india,19.95,79.3
IN,"manali, chennai - cpcb",so2,caaqm,µg/m³,7.99,2022-10-16 20:30:00+05:30,india,13.164544000000001,80.26285
IN,saneguravahalli - kspcb,co,cpcb,µg/m³,330.0,2018-02-22 05:15:00+05:30,india,12.9916694,77.5458305555555
IN,igsc planetarium complex - patna - bspcb,o3,cpcb,µg/m³,39.2,2018-02-22 09:15:00+05:30,india,25.3636,85.0755
IN,"solapur, solapur - mpcb",co,caaqm,µg/m³,1780.0,2022-10-31 07:30:00+05:30,india,17.6599188,75.9063906
IN,"birla staff colony, satna - mppcb",pm2.5,data.gov.in,µg/m³,11.0,2018-03-14 09:00:00+05:30,india,24.5908256,80.8574279
IN,"bwssb kadabesanahalli, bengaluru - cpcb",pm2.5,caaqm,µg/m³,10.21,2022-08-02 10:45:00+05:30,india,12.9352049,77.6814488
IN,"punjab agricultural university, ludhiana - ppcb",pm10,caaqm,µg/m³,187.51,2022-10-31 07:30:00+05:30,india,30.902800000000003,75.8086
IN,"gangapur road, nashik - mpcb",co,caaqm,µg/m³,790.0,2022-10-31 07:30:00+05:30,india,20.0073285,73.7762427
IN,"bollaram industrial area, hyderabad - tspcb",o3,caaqm,µg/m³,0.7,2022-10-31 07:30:00+05:30,india,17.540891,78.35852799999999
IN,"sector-2 industrial area, pithampur - mppcb",co,caaqm,µg/m³,1050.0,2022-10-31 07:30:00+05:30,india,22.624758,75.675238
IN,"anand kala kshetram, rajamahendravaram - appcb",co,caaqm,µg/m³,540.0,2022-10-31 07:30:00+05:30,india,16.9872867,81.7363176
IN,"ida pashamylaram, hyderabad - tspcb",no2,caaqm,µg/m³,10.6,2022-10-31 07:30:00+05:30,india,17.5316895,78.21893899999999
IN,"indira colony vistar, pali - rspcb",no2,caaqm,µg/m³,19.57,2022-10-31 07:15:00+05:30,india,25.771061,73.34022700000001
IN,"sanathnagar, hyderabad - tspcb",so2,caaqm,µg/m³,2.1,2022-10-31 07:30:00+05:30,india,17.4559458,78.4332152
IN,"pwd grounds, vijayawada - appcb",no2,caaqm,µg/m³,1.38,2020-11-19 13:45:00+05:30,india,16.507014,80.627767
IN,"vasundhara, ghaziabad - uppcb",so2,caaqm,µg/m³,50.4,2022-10-31 07:30:00+05:30,india,28.6603346,77.3572563
IN,"bhopal chauraha, dewas - mppcb",pm2.5,caaqm,µg/m³,27.0,2022-10-31 07:30:00+05:30,india,22.9682591,76.064118
IN,"bhopal chauraha, dewas - mppcb",no2,caaqm,µg/m³,37.6,2022-10-31 07:30:00+05:30,india,22.9682591,76.064118
IN,"major dhyan chand national stadium, delhi - dpcc",no2,caaqm,µg/m³,87.4,2018-05-12 10:00:00+05:30,india,28.6125027,77.2351994
IN,"jahangirpuri, delhi - dpcc",co,caaqm,µg/m³,2300.0,2018-05-12 10:00:00+05:30,india,28.7258373,77.1605631
IN,"jahangirpuri, delhi - dpcc",no2,caaqm,µg/m³,111.2,2018-05-12 10:00:00+05:30,india,28.7258373,77.1605631
IN,"colaba, mumbai - mpcb",o3,caaqm,µg/m³,2.49,2022-10-31 07:15:00+05:30,india,18.91,72.82
IN,"major dhyan chand national stadium, delhi - dpcc",pm10,caaqm,µg/m³,327.0,2022-10-31 06:15:00+05:30,india,28.611281,77.237738
IN,"gobind pura, yamuna nagar - hspcb",no2,caaqm,µg/m³,3.52,2022-10-31 07:00:00+05:30,india,30.1480566,77.2893471
IN,"kalal majra, khanna - ppcb",o3,caaqm,µg/m³,21.08,2022-10-31 06:30:00+05:30,india,30.736056,76.209694
IN,"phase-4 gidc, vatva - gpcb",o3,caaqm,µg/m³,1.78,2022-10-31 07:30:00+05:30,india,22.969611,72.6435
IN,"municipal corporation office, dharuhera -  hspcb",o3,caaqm,µg/m³,38.66,2022-10-31 07:15:00+05:30,india,28.206799999999998,76.79970000000002
IN,"jadavpur, kolkata - wbpcb",pm10,caaqm,µg/m³,102.5,2022-10-31 07:30:00+05:30,india,22.49929,88.36917
IN,"murthal, sonipat - hspcb",o3,caaqm,µg/m³,6.77,2020-01-02 12:15:00+05:30,india,29.027199999999997,77.0669191
IN,"f-block, sirsa - hspcb",pm2.5,caaqm,µg/m³,116.3,2022-10-31 07:30:00+05:30,india,29.536400000000004,75.0158
IN,"chikkaballapur rural, chikkaballapur - kspcb",co,caaqm,µg/m³,0.34,2022-10-31 07:30:00+05:30,india,13.428827999999998,77.731418
IN,"police lines, jind - hspcb",pm2.5,caaqm,µg/m³,303.7,2022-10-31 07:15:00+05:30,india,29.307814000000004,76.337619
IN,"phase-1 gidc, vapi - gpcb",co,caaqm,µg/m³,900.0,2022-10-12 10:15:00+05:30,india,20.362421,72.91801299999999
IN,"rishi nagar, kaithal - hspcb",so2,caaqm,µg/m³,8.21,2019-08-07 11:15:00+05:30,india,29.0002662,76.9997466
IN,"bapuji nagar, bengaluru - kspcb",o3,caaqm,µg/m³,5.5,2022-10-31 07:30:00+05:30,india,12.951913,77.539784
IN,"hombegowda nagar, bengaluru - kspcb",pm10,caaqm,µg/m³,44.0,2022-10-16 21:30:00+05:30,india,12.938539,77.5901
IN,"vile parle west, mumbai - mpcb",no2,caaqm,µg/m³,5.36,2022-10-31 07:15:00+05:30,india,19.10861,72.83622000000001
IN,"ibrahimpur, vijayapura - kspcb",pm2.5,caaqm,µg/m³,14.9,2022-10-16 21:30:00+05:30,india,16.802639,75.722694
IN,"sri aurobindo marg, delhi - dpcc",co,caaqm,µg/m³,1300.0,2022-10-31 06:15:00+05:30,india,28.531345999999996,77.190156
IN,"najafgarh, delhi - dpcc",co,caaqm,µg/m³,1400.0,2022-10-31 06:15:00+05:30,india,28.570173,76.933762
IN,"vidayagiri, bagalkot - kspcb",pm2.5,caaqm,µg/m³,18.63,2022-10-16 21:15:00+05:30,india,16.172806000000005,75.659694
IN,"rajbansi nagar, patna - bspcb",co,caaqm,µg/m³,1470.0,2022-10-16 21:15:00+05:30,india,25.599486,85.11366599999998
IN,"hebbal 1st stage, mysuru - kspcb",no2,caaqm,µg/m³,15.93,2022-10-31 07:30:00+05:30,india,12.210409999999998,76.37376
IN,"govt. high school shikarpur, patna - bspcb",no2,caaqm,µg/m³,1.6,2022-10-16 21:15:00+05:30,india,25.592539,85.22715800000002
IN,"rohini, delhi - dpcc",no2,caaqm,µg/m³,34.1,2022-10-31 06:15:00+05:30,india,28.732528,77.11992
IN,"ghusuri, howrah - wbpcb",no2,caaqm,µg/m³,20.11,2022-10-16 21:15:00+05:30,india,22.611968,88.347422
IN,"chhoti gwaltoli, indore - mppcb",pm2.5,caaqm,µg/m³,35.0,2022-10-16 21:30:00+05:30,india,22.431,75.5213
IN,"vijay nagar, ramanagara - kspcb",pm10,caaqm,µg/m³,59.0,2022-10-31 07:30:00+05:30,india,12.733409,77.298051
IN,"kodungaiyur, chennai - tnpcb",so2,caaqm,µg/m³,1.8,2022-10-16 21:30:00+05:30,india,13.127800000000002,80.2642
IN,"deonar, mumbai - iitm",pm2.5,caaqm,µg/m³,75.1,2022-10-16 21:15:00+05:30,india,19.04946,72.923
IN,"lodhi road, delhi - iitm",pm2.5,caaqm,µg/m³,42.3,2022-08-02 15:00:00+05:30,india,28.588333000000002,77.22166700000001
IN,"bhosari, pune - iitm",o3,caaqm,µg/m³,3.0,2022-07-07 10:15:00+05:30,india,18.640051,73.848956
IN,"revenue colony-shivajinagar, pune - iitm",no2,caaqm,µg/m³,14.64,2022-07-07 12:45:00+05:30,india,18.530085,73.849598
IN,"kadri, mangalore - kspcb",so2,caaqm,µg/m³,7.23,2022-10-31 07:15:00+05:30,india,12.889250000000002,74.853
IN,"b r ambedkar university, lucknow - uppcb",pm10,caaqm,µg/m³,174.25,2022-10-16 21:30:00+05:30,india,26.766433000000003,80.927299
IN,"rakhial, ahmedabad - iitm",co,caaqm,µg/m³,980.0,2022-07-13 12:00:00+05:30,india,23.016834,72.62577499999999
IN,"manoharpur, agra - uppcb",pm2.5,caaqm,µg/m³,72.24,2022-10-31 07:30:00+05:30,india,27.23711,78.01936
IN,"mit-daudpur kothi, muzaffarpur - bspcb",so2,caaqm,µg/m³,70.4,2022-10-16 21:15:00+05:30,india,26.140334499999998,85.3650192
IN,"shahjahan garden, agra - uppcb",pm2.5,caaqm,µg/m³,98.08,2022-10-31 07:30:00+05:30,india,27.169338,78.03582
IN,"mirchaibari, katihar - bspcb",so2,caaqm,µg/m³,2.1,2022-10-16 21:15:00+05:30,india,25.560082999999995,87.553265
IN,"mirchaibari, katihar - bspcb",pm2.5,caaqm,µg/m³,108.0,2022-10-16 21:15:00+05:30,india,25.560082999999995,87.553265
IN,"mayaganj, bhagalpur - bspcb",pm2.5,caaqm,µg/m³,107.0,2022-10-31 07:15:00+05:30,india,25.265194000000005,87.012947
IN,"mayaganj, bhagalpur - bspcb",o3,caaqm,µg/m³,9.4,2022-10-31 07:15:00+05:30,india,25.265194000000005,87.012947
IN,"sdm office_khagra, kishanganj - bspcb",no2,caaqm,µg/m³,51.0,2022-10-31 07:15:00+05:30,india,26.088130500000002,87.93840336
IN,"sdm office_khagra, kishanganj - bspcb",pm2.5,caaqm,µg/m³,73.0,2022-10-31 07:15:00+05:30,india,26.088130500000002,87.93840336
IN,"sdm office_khagra, kishanganj - bspcb",so2,caaqm,µg/m³,12.1,2022-10-31 07:15:00+05:30,india,26.088130500000002,87.93840336
IN,"sdm office_khagra, kishanganj - bspcb",o3,caaqm,µg/m³,15.3,2022-10-31 07:15:00+05:30,india,26.088130500000002,87.93840336
IN,"police line, saharsa - bspcb",so2,caaqm,µg/m³,0.1,2022-10-16 19:15:00+05:30,india,25.892357,86.590325
IN,"forest rest house, manguraha - bspcb",pm10,caaqm,µg/m³,30.0,2022-10-16 20:15:00+05:30,india,25.357288,84.107844
IN,"forest rest house, manguraha - bspcb",o3,caaqm,µg/m³,3.8,2022-10-16 21:15:00+05:30,india,25.357288,84.107844
IN,"jigar colony, moradabad - uppcb",pm2.5,caaqm,µg/m³,52.13,2022-10-31 07:30:00+05:30,india,28.856664,78.77263800000001
IN,"manipur university, imphal - manipur pcb",no2,caaqm,µg/m³,4.48,2022-10-15 15:15:00+05:30,india,24.7524239,93.92862179999999
IN,"iith kandi, hyderabad - tspcb",no2,caaqm,µg/m³,4.23,2022-10-31 07:30:00+05:30,india,17.585705,78.126199
IN,"kokapet, hyderabad - tspcb",pm10,caaqm,µg/m³,41.57,2022-10-31 07:30:00+05:30,india,17.393559,78.339194
IN,"transport nagar, moradabad - uppcb",pm2.5,caaqm,µg/m³,72.54,2022-10-31 07:30:00+05:30,india,28.802625000000003,78.75372800000001
IN,"psg college of arts and science, coimbatore - tnpcb",co,caaqm,µg/m³,1680.0,2022-10-31 07:30:00+05:30,india,11.0328,77.0349
IN,"civil lines, bareilly - uppcb",co,caaqm,µg/m³,600.0,2022-10-31 07:30:00+05:30,india,28.359580999999995,79.41445499999999
IN,"ramteerth nagar, belgaum - kspcb",pm10,caaqm,µg/m³,114.0,2022-10-31 07:15:00+05:30,india,15.888653,74.541751
IN,"punjabi bagh, delhi - dpcc",pm2.5,cpcb,µg/m³,183.0,2018-02-22 02:45:00+05:30,india,28.6683,77.1167
IN,"income tax office, delhi - cpcb",pm2.5,cpcb,µg/m³,224.0,2018-02-22 09:15:00+05:30,india,28.623499999999996,77.2494
IN,collectorate - gaya - bspcb,o3,cpcb,µg/m³,131.2,2018-02-22 08:30:00+05:30,india,24.7489694,84.9438395
IN,alandur bus depot,so2,cpcb,µg/m³,29.3,2018-02-22 09:15:00+05:30,india,12.99711389,80.19151667
IN,"sanjay palace, agra - uppcb",o3,caaqm,µg/m³,45.9,2022-10-31 07:30:00+05:30,india,27.19865833,78.00598056
IN,vk industrial area jaipur - rspcb,pm10,cpcb,µg/m³,70.2,2017-06-12 11:00:00+05:30,india,26.9738778,75.7738777777777
IN,"shadipur, delhi - cpcb",no2,cpcb,µg/m³,12.43,2018-02-22 08:15:00+05:30,india,28.651699999999998,77.1581
IN,"manali, chennai - cpcb",co,caaqm,µg/m³,3030.0,2022-10-16 20:30:00+05:30,india,13.164544000000001,80.26285
IN,"solapur, solapur - mpcb",pm2.5,caaqm,µg/m³,69.0,2022-10-31 07:30:00+05:30,india,17.6599188,75.9063906
IN,navi mumbai municipal corporation airoli,co,cpcb,µg/m³,1480.0,2020-04-09 05:45:00+05:30,india,19.1494,72.9986
IN,"btm layout, bengaluru - cpcb",co,caaqm,µg/m³,400.0,2022-10-16 21:30:00+05:30,india,12.9135218,77.59508040000001
IN,"md university, rohtak - hspcb",so2,caaqm,µg/m³,46.43,2020-01-01 16:30:00+05:30,india,28.870083,76.6205
IN,"aya nagar, delhi - imd",o3,caaqm,µg/m³,29.5,2022-10-31 06:45:00+05:30,india,28.4706914,77.1099364
IN,"police commissionerate, jaipur - rspcb",pm2.5,caaqm,µg/m³,119.93,2022-10-31 07:15:00+05:30,india,26.9164092,75.7994901
IN,"sanathnagar, hyderabad - tspcb",co,caaqm,µg/m³,1130.0,2022-10-31 07:30:00+05:30,india,17.4559458,78.4332152
IN,"velachery res. area, chennai - cpcb",o3,caaqm,µg/m³,3.58,2022-10-31 07:15:00+05:30,india,13.005218900000001,80.23981249999999
IN,"velachery res. area, chennai - cpcb",pm2.5,caaqm,µg/m³,32.0,2022-10-31 07:15:00+05:30,india,13.005218900000001,80.23981249999999
IN,"nehru nagar, kanpur - uppcb",pm2.5,caaqm,µg/m³,209.0,2022-10-31 07:30:00+05:30,india,26.470313600000004,80.3229863
IN,"pwd grounds, vijayawada - appcb",so2,caaqm,µg/m³,8.91,2020-11-19 13:45:00+05:30,india,16.507014,80.627767
IN,"ghusuri, howrah - wbpcb",no2,caaqm,µg/m³,8.82,2018-05-09 23:45:00+05:30,india,22.5565568,87.895755
IN,"jahangirpuri, delhi - dpcc",pm10,caaqm,µg/m³,307.0,2018-05-12 12:00:00+05:30,india,28.7258373,77.1605631
IN,"rabindra bharati university, kolkata - wbpcb",no2,data.gov.in,µg/m³,15.0,2022-03-25 05:00:00+05:30,india,22.5824635,88.35724470000001
IN,"new mandi, muzaffarnagar - uppcb",no2,caaqm,µg/m³,21.6,2022-10-31 07:30:00+05:30,india,29.472350800000005,77.71940310000001
IN,"indirapuram, ghaziabad - uppcb",pm2.5,caaqm,µg/m³,170.0,2022-10-31 07:30:00+05:30,india,28.646233,77.358075
IN,"alipur, delhi - dpcc",pm2.5,caaqm,µg/m³,290.0,2022-10-31 06:00:00+05:30,india,28.815328999999995,77.15301
IN,"dr. karni singh shooting range, delhi - dpcc",pm2.5,caaqm,µg/m³,245.0,2022-10-31 06:00:00+05:30,india,28.498571,77.26484
IN,"kalal majra, khanna - ppcb",no2,caaqm,µg/m³,23.37,2022-10-31 06:30:00+05:30,india,30.736056,76.209694
IN,"phase-4 gidc, vatva - gpcb",no2,caaqm,µg/m³,32.58,2022-10-31 07:30:00+05:30,india,22.969611,72.6435
IN,"kurla, mumbai - mpcb",so2,caaqm,µg/m³,12.58,2022-10-31 07:30:00+05:30,india,19.086299999999998,72.8888
IN,"sector-2 imt, manesar - hspcb",pm2.5,caaqm,µg/m³,215.0,2022-10-31 07:15:00+05:30,india,28.360699,76.93609
IN,"powai, mumbai - mpcb",co,caaqm,µg/m³,1320.0,2022-10-16 18:45:00+05:30,india,19.1375,72.915056
IN,"police lines, jind - hspcb",co,caaqm,µg/m³,1450.0,2022-10-31 07:15:00+05:30,india,29.307814000000004,76.337619
IN,"nathu colony, ballabgarh - hspcb",pm10,caaqm,µg/m³,300.2,2022-10-31 07:15:00+05:30,india,28.341924800000005,77.319699
IN,"bapuji nagar, bengaluru - kspcb",no2,caaqm,µg/m³,20.4,2022-10-31 07:30:00+05:30,india,12.951913,77.539784
IN,"knowledge park - iii, greater noida - uppcb",so2,caaqm,µg/m³,4.6,2022-10-31 07:30:00+05:30,india,28.47272,77.48199999999999
IN,"new collectorate, baghpat - uppcb",co,caaqm,µg/m³,2130.0,2022-01-31 10:15:00+05:30,india,28.974801000000003,77.21335699999999
IN,"knowledge park - v, greater noida - uppcb",no2,caaqm,µg/m³,56.2,2022-10-31 07:30:00+05:30,india,28.557053999999997,77.453663
IN,"vile parle west, mumbai - mpcb",co,caaqm,µg/m³,1080.0,2022-10-31 07:15:00+05:30,india,19.10861,72.83622000000001
IN,"vile parle west, mumbai - mpcb",o3,caaqm,µg/m³,35.09,2022-10-31 07:15:00+05:30,india,19.10861,72.83622000000001
IN,"r k puram, delhi - dpcc",pm2.5,caaqm,µg/m³,268.0,2022-10-31 06:15:00+05:30,india,28.563262000000005,77.186937
IN,"drm office danapur, patna - bspcb",pm2.5,caaqm,µg/m³,99.99,2022-10-16 21:30:00+05:30,india,25.586562,85.043586
IN,"sikulpuikawn, aizawl - mizoram pcb",o3,caaqm,µg/m³,4.5,2022-10-16 21:15:00+05:30,india,23.717634199999996,92.7192841
IN,"nehru nagar, delhi - dpcc",so2,caaqm,µg/m³,5.7,2022-10-31 06:15:00+05:30,india,28.567890000000002,77.250515
IN,"vyttila, kochi - kerala pcb",co,caaqm,µg/m³,220.0,2022-10-16 21:30:00+05:30,india,9.969447,76.321186
IN,"ito, delhi - cpcb",so2,caaqm,µg/m³,8.4,2022-10-31 07:15:00+05:30,india,28.628624,77.24106
IN,"civil lines,  ajmer - rspcb",o3,caaqm,µg/m³,4.73,2022-10-31 07:15:00+05:30,india,26.470859,74.646594
IN,"hebbal 1st stage, mysuru - kspcb",pm2.5,caaqm,µg/m³,19.15,2022-10-31 07:30:00+05:30,india,12.210409999999998,76.37376
IN,"muradpur, patna - bspcb",pm10,caaqm,µg/m³,298.3,2022-10-16 21:15:00+05:30,india,25.619651,85.147382
IN,"samanpura, patna - bspcb",o3,caaqm,µg/m³,23.43,2022-10-16 21:15:00+05:30,india,25.596727,85.085624
IN,"manali village, chennai - tnpcb",o3,caaqm,µg/m³,24.33,2022-10-31 07:30:00+05:30,india,13.166200000000002,80.2584
IN,"buddha colony, muzaffarpur - bspcb",pm10,caaqm,µg/m³,183.99,2022-10-16 21:00:00+05:30,india,26.11442,85.39813
IN,"icrisat patancheru, hyderabad - tspcb",pm10,caaqm,µg/m³,113.0,2022-10-31 07:15:00+05:30,india,17.5184,78.278777
IN,"teri gram, gurugram - hspcb",co,caaqm,µg/m³,860.0,2022-10-16 21:30:00+05:30,india,28.4275,77.1465
IN,"polayathode, kollam - kerala pcb",pm2.5,caaqm,µg/m³,27.03,2022-10-16 21:15:00+05:30,india,8.8787,76.6073
IN,"kacheripady, ernakulam - kerala pcb",pm10,caaqm,µg/m³,18.8,2022-10-16 21:30:00+05:30,india,9.985653,76.281342
IN,"ballygunge, kolkata - wbpcb",o3,caaqm,µg/m³,34.35,2022-10-16 21:30:00+05:30,india,22.5367507,88.3638022
IN,"kodungaiyur, chennai - tnpcb",o3,caaqm,µg/m³,15.68,2022-10-16 21:30:00+05:30,india,13.127800000000002,80.2642
IN,"mhada colony, pune - iitm",co,caaqm,µg/m³,750.0,2022-10-16 21:30:00+05:30,india,18.57304,73.927715
IN,"diwator nagar, koppal - kspcb",pm2.5,caaqm,µg/m³,100.78,2022-10-16 20:15:00+05:30,india,15.34763,76.181767
IN,"anthoni pillai nagar, gummidipoondi - tnpcb",pm10,caaqm,µg/m³,3.0,2022-10-16 21:30:00+05:30,india,13.4127,80.1081
IN,"jawahar nagar, puducherry - ppcc",co,caaqm,µg/m³,410.0,2022-10-16 21:30:00+05:30,india,11.9309,79.8027
IN,"naharlagun, naharlagun - apspcb",pm2.5,caaqm,µg/m³,6.43,2022-10-15 08:15:00+05:30,india,27.103358000000004,93.679645
IN,"gyaspur, ahmedabad - iitm",pm10,caaqm,µg/m³,45.2,2022-07-07 14:15:00+05:30,india,22.977134000000003,72.553024
IN,"gyaspur, ahmedabad - iitm",so2,caaqm,µg/m³,23.34,2022-07-07 14:15:00+05:30,india,22.977134000000003,72.553024
IN,"manoharpur, agra - uppcb",pm10,caaqm,µg/m³,105.3,2022-10-31 07:30:00+05:30,india,27.23711,78.01936
IN,"chandkheda, ahmedabad - iitm",pm2.5,caaqm,µg/m³,76.0,2022-10-16 21:15:00+05:30,india,23.107969,72.57464800000001
IN,"sardar vallabhbhai patel stadium, ahmedabad - iitm",pm2.5,caaqm,µg/m³,12.0,2022-07-08 12:30:00+05:30,india,23.04307,72.562968
IN,"maldahiya, varanasi - uppcb",co,caaqm,µg/m³,1140.0,2022-10-31 07:30:00+05:30,india,25.32393,82.99687
IN,"sector 22, chandigarh - cpcc",co,caaqm,µg/m³,600.0,2022-10-31 07:15:00+05:30,india,30.735567,76.775714
IN,"mayaganj, bhagalpur - bspcb",pm10,caaqm,µg/m³,151.0,2022-10-31 07:15:00+05:30,india,25.265194000000005,87.012947
IN,"dm office_kachari chowk, bhagalpur - bspcb",pm10,caaqm,µg/m³,128.0,2022-10-31 07:15:00+05:30,india,25.251013,86.98900100000002
IN,"kareemganj, gaya - bspcb",no2,caaqm,µg/m³,31.3,2022-10-31 07:15:00+05:30,india,24.792403000000004,84.992416
IN,"mariam nagar, purnia - bspcb",o3,caaqm,µg/m³,7.1,2022-10-31 07:15:00+05:30,india,25.366336,87.11746800000002
IN,"jigar colony, moradabad - uppcb",o3,caaqm,µg/m³,6.67,2022-10-31 07:30:00+05:30,india,28.856664,78.77263800000001
IN,"sector-53, chandigarh - cpcc",co,caaqm,µg/m³,1850.0,2022-10-31 07:15:00+05:30,india,30.719858999999996,76.738637
IN,"bardowali, agartala - tripura spcb",co,caaqm,µg/m³,1420.0,2022-10-31 07:30:00+05:30,india,23.8175497,91.27269739999998
IN,"dm office_kasipur, samastipur - bspcb",o3,caaqm,µg/m³,10.7,2022-10-31 07:15:00+05:30,india,25.859655,85.77944000000001
IN,"jn stadium, shillong - meghalaya pcb",co,caaqm,µg/m³,290.0,2022-10-15 11:15:00+05:30,india,25.580341900000004,91.8942571
IN,"vibhab nagar, firozabad - uppcb",o3,caaqm,µg/m³,27.17,2022-10-31 07:30:00+05:30,india,27.1594,78.3953
IN,"ramachandrapuram, hyderabad - tspcb",o3,caaqm,µg/m³,8.22,2022-10-31 07:30:00+05:30,india,17.528544,78.286195
IN,"new malakpet, hyderabad - tspcb",pm2.5,caaqm,µg/m³,19.67,2022-10-31 07:30:00+05:30,india,17.37206,78.50864
IN,"bombay castel, ooty - tnpcb",so2,caaqm,µg/m³,40.04,2022-10-15 16:15:00+05:30,india,11.4068288,76.7138973
IN,"psg college of arts and science, coimbatore - tnpcb",no2,caaqm,µg/m³,18.41,2022-10-31 07:30:00+05:30,india,11.0328,77.0349
IN,"ramteerth nagar, belgaum - kspcb",co,caaqm,µg/m³,930.0,2022-10-31 07:15:00+05:30,india,15.888653,74.541751
IN,"paryavaran parisar, bhopal - mppcb",no2,caaqm,µg/m³,26.1,2022-10-31 07:15:00+05:30,india,23.210494,77.425409
IN,"bawana, delhi - dpcc",o3,caaqm,µg/m³,4.6,2022-10-31 06:15:00+05:30,india,28.7762,77.051074
IN,"sri aurobindo marg, delhi - dpcc",pm2.5,caaqm,µg/m³,232.0,2022-10-31 06:15:00+05:30,india,28.531345999999996,77.190156
IN,"mundka, delhi - dpcc",pm2.5,caaqm,µg/m³,239.0,2022-10-31 06:15:00+05:30,india,28.684678,77.076574
IN,"civil lines,  ajmer - rspcb",pm2.5,caaqm,µg/m³,64.0,2022-10-31 07:15:00+05:30,india,26.470859,74.646594
IN,"govt. high school shikarpur, patna - bspcb",so2,caaqm,µg/m³,14.23,2022-10-16 21:15:00+05:30,india,25.592539,85.22715800000002
IN,"samanpura, patna - bspcb",pm10,caaqm,µg/m³,509.1,2022-10-16 21:15:00+05:30,india,25.596727,85.085624
IN,"rohini, delhi - dpcc",so2,caaqm,µg/m³,0.5,2022-10-31 06:15:00+05:30,india,28.732528,77.11992
IN,"lumpyngngad, shillong - meghalaya pcb",co,caaqm,µg/m³,280.0,2022-10-16 21:30:00+05:30,india,25.5586,91.8985
IN,"chhoti gwaltoli, indore - mppcb",so2,caaqm,µg/m³,13.6,2022-10-16 21:30:00+05:30,india,22.431,75.5213
IN,"murthal, sonipat - hspcb",pm10,caaqm,µg/m³,155.52,2022-10-16 21:30:00+05:30,india,29.027199999999997,77.0621
IN,"sector 11, faridabad - hspcb",o3,caaqm,µg/m³,14.69,2022-10-16 21:15:00+05:30,india,28.376058,77.315741
IN,"phool bagh, gwalior - mondelez ind. food",co,caaqm,µg/m³,670.0,2022-09-15 03:30:00+05:30,india,26.210536,78.171
IN,"kacheripady, ernakulam - kerala pcb",pm2.5,caaqm,µg/m³,8.0,2022-10-16 21:30:00+05:30,india,9.985653,76.281342
IN,"kacheripady, ernakulam - kerala pcb",no2,caaqm,µg/m³,10.92,2022-10-16 21:30:00+05:30,india,9.985653,76.281342
IN,"ballygunge, kolkata - wbpcb",pm2.5,caaqm,µg/m³,54.8,2022-10-16 21:30:00+05:30,india,22.5367507,88.3638022
IN,"royapuram, chennai - tnpcb",pm10,caaqm,µg/m³,11.0,2022-10-16 21:30:00+05:30,india,13.1036,80.29089999999998
IN,"arumbakkam, chennai - tnpcb",so2,caaqm,µg/m³,7.9,2022-10-16 21:30:00+05:30,india,13.0664,80.2112
IN,"chandni chowk, delhi - iitm",pm10,caaqm,µg/m³,89.1,2022-08-02 16:00:00+05:30,india,28.656756,77.227234
IN,"sector-19a nerul, navi mumbai - iitm",pm2.5,caaqm,µg/m³,70.84,2022-10-16 21:30:00+05:30,india,19.044,73.03250000000001
IN,"chakala-andheri east, mumbai - iitm",pm10,caaqm,µg/m³,41.66,2022-10-16 18:30:00+05:30,india,19.110739999999996,72.86084
IN,"pan bazaar, guwahati - pcba",no2,caaqm,µg/m³,3.73,2022-10-16 21:30:00+05:30,india,26.1875,91.744194
IN,"rajbagh, srinagar - jkspcb",pm2.5,caaqm,µg/m³,138.4,2022-10-16 21:30:00+05:30,india,34.066206,74.81982
IN,"rakhial, ahmedabad - iitm",o3,caaqm,µg/m³,10.58,2022-07-13 12:00:00+05:30,india,23.016834,72.62577499999999
IN,"gift city, gandhinagar - iitm",pm10,caaqm,µg/m³,48.3,2022-07-07 14:30:00+05:30,india,23.163798,72.677768
IN,"sac isro satellite, ahmedabad - iitm",no2,caaqm,µg/m³,9.6,2022-07-07 14:45:00+05:30,india,23.023389000000005,72.515201
IN,"madan mohan malaviya university of technology, gorakhpur - uppcb",pm10,caaqm,µg/m³,135.12,2022-10-31 07:30:00+05:30,india,26.730136000000005,83.433859
IN,"maldahiya, varanasi - uppcb",no2,caaqm,µg/m³,16.81,2022-10-31 07:30:00+05:30,india,25.32393,82.99687
IN,"kukrail picnic spot-1, lucknow - uppcb",pm2.5,caaqm,µg/m³,61.57,2022-10-16 21:30:00+05:30,india,26.90723,80.98579
IN,"d m colony, bihar sharif - bspcb",o3,caaqm,µg/m³,13.7,2022-10-31 07:15:00+05:30,india,25.204762,85.51495999999999
IN,"sector 22, chandigarh - cpcc",no2,caaqm,µg/m³,71.7,2022-10-31 07:15:00+05:30,india,30.735567,76.775714
IN,"fti kidwai nagar, kanpur - uppcb",no2,caaqm,µg/m³,24.88,2022-10-31 07:30:00+05:30,india,26.428282,80.327067
IN,"dada peer, sasaram - bspcb",co,caaqm,µg/m³,1800.0,2022-10-31 07:15:00+05:30,india,24.952822,84.00239599999999
IN,"mirchaibari, katihar - bspcb",no2,caaqm,µg/m³,44.9,2022-10-16 21:15:00+05:30,india,25.560082999999995,87.553265
