country_code,location,pollutant,source_name,unit,value,last_updated,country_label,latitude,longitude,date,year,month,hour,weekday,is_weekend
IN,"nacharam_tsiic iala, hyderabad - tspcb",pm2.5,caaqm,µg/m³,24.05,2022-10-31 07:30:00+05:30,india,17.429397999999996,78.56935399999999,2022-10-31,2022,10,7,Monday,False
IN,"iith kandi, hyderabad - tspcb",pm2.5,caaqm,µg/m³,19.35,2022-10-31 07:30:00+05:30,india,17.585705,78.126199,2022-10-31,2022,10,7,Monday,False
IN,"bombay castel, ooty - tnpcb",no2,caaqm,µg/m³,1.27,2022-10-15 16:15:00+05:30,india,11.4068288,76.7138973,2022-10-15,2022,10,16,Saturday,True
IN,"chalai bazaar, ramanathapuram - tnpcb",o3,caaqm,µg/m³,13.83,2022-10-31 07:30:00+05:30,india,9.36399,78.831977,2022-10-31,2022,10,7,Monday,False
IN,"psg college of arts and science, coimbatore - tnpcb",so2,caaqm,µg/m³,26.11,2022-10-13 22:15:00+05:30,india,11.0328,77.0349,2022-10-13,2022,10,22,Thursday,False
IN,"ramteerth nagar, belgaum - kspcb",o3,caaqm,µg/m³,25.11,2022-10-31 07:15:00+05:30,india,15.888653,74.541751,2022-10-31,2022,10,7,Monday,False
IN,"income tax office, delhi - cpcb",pm10,cpcb,µg/m³,312.0,2018-02-22 09:15:00+05:30,india,28.6235,77.2494,2018-02-22,2018,2,9,Thursday,False
IN,"sector-6, panchkula - hspcb",no2,caaqm,µg/m³,23.34,2022-10-31 07:15:00+05:30,india,30.7057778,76.8531805555555,2022-10-31,2022,10,7,Monday,False
IN,"sector-6, panchkula - hspcb",so2,caaqm,µg/m³,4.93,2022-10-31 07:15:00+05:30,india,30.7057778,76.8531805555555,2022-10-31,2022,10,7,Monday,False
IN,"model town, patiala - ppcb",co,caaqm,µg/m³,2060.0,2022-10-31 07:15:00+05:30,india,30.349388,76.366642,2022-10-31,2022,10,7,Monday,False
IN,"tata stadium, jorapokhar - jspcb",o3,caaqm,µg/m³,14.42,2022-10-15 18:00:00+05:30,india,23.707909,86.41467,2022-10-15,2022,10,18,Saturday,True
IN,"bwssb kadabesanahalli, bengaluru - cpcb",so2,caaqm,µg/m³,2.07,2022-08-02 10:45:00+05:30,india,12.9352049,77.6814488,2022-08-02,2022,8,10,Tuesday,False
IN,"ardhali bazar, varanasi - uppcb",pm2.5,caaqm,µg/m³,82.0,2022-10-31 07:30:00+05:30,india,25.3505986,82.9083074,2022-10-31,2022,10,7,Monday,False
IN,"lajpat nagar, moradabad - uppcb",o3,caaqm,µg/m³,12.6,2022-01-13 11:15:00+05:30,india,28.825341,78.7213009,2022-01-13,2022,1,11,Thursday,False
IN,"asansol court area, asansol - wbpcb",pm10,caaqm,µg/m³,183.05,2022-10-31 07:15:00+05:30,india,23.685297,86.945968,2022-10-31,2022,10,7,Monday,False
IN,"north campus, du, delhi - imd",o3,caaqm,µg/m³,14.59,2022-06-22 07:45:00+05:30,india,28.6573814,77.1585447,2022-06-22,2022,6,7,Wednesday,False
IN,"ida pashamylaram, hyderabad - tspcb",pm10,caaqm,µg/m³,177.0,2022-10-31 07:30:00+05:30,india,17.5316895,78.21893899999999,2022-10-31,2022,10,7,Monday,False
IN,"rimt university, mandi gobindgarh - ppcb",co,caaqm,µg/m³,660.0,2022-10-31 07:30:00+05:30,india,30.649961,76.331442,2022-10-31,2022,10,7,Monday,False
IN,"gvm corporation, visakhapatnam - appcb",so2,caaqm,µg/m³,22.0,2022-10-31 07:30:00+05:30,india,17.72,83.3,2022-10-31,2022,10,7,Monday,False
IN,"maninagar, ahmedabad - gpcb",pm2.5,caaqm,µg/m³,43.94,2022-10-31 07:15:00+05:30,india,23.002657,72.591912,2022-10-31,2022,10,7,Monday,False
IN,"police commissionerate, jaipur - rspcb",pm10,caaqm,µg/m³,254.7,2022-10-31 07:15:00+05:30,india,26.9164092,75.7994901,2022-10-31,2022,10,7,Monday,False
IN,"indira colony vistar, pali - rspcb",pm10,caaqm,µg/m³,53.9,2022-10-31 07:15:00+05:30,india,25.771061,73.34022700000001,2022-10-31,2022,10,7,Monday,False
IN,"icrisat patancheru, hyderabad - tspcb",no2,data.gov.in,µg/m³,3.8,2020-04-28 11:45:00+05:30,india,17.4342359,78.4170318,2020-04-28,2020,4,11,Tuesday,False
IN,"plammoodu, thiruvananthapuram - kerala pcb",so2,caaqm,µg/m³,8.0,2022-10-31 07:30:00+05:30,india,8.5149093,76.9435879,2022-10-31,2022,10,7,Monday,False
IN,"igsc planetarium complex, patna - bspcb",so2,caaqm,µg/m³,5.0,2022-10-31 07:30:00+05:30,india,25.5941,85.1376,2022-10-31,2022,10,7,Monday,False
IN,"vasundhara, ghaziabad - uppcb",pm10,caaqm,µg/m³,293.0,2022-10-31 07:30:00+05:30,india,28.6603346,77.3572563,2022-10-31,2022,10,7,Monday,False
IN,"dr. karni singh shooting range, delhi - dpcc",no2,caaqm,µg/m³,32.4,2018-05-09 16:30:00+05:30,india,28.4997315,77.2649067,2018-05-09,2018,5,16,Wednesday,False
IN,"borivali east, mumbai - mpcb",no2,caaqm,µg/m³,11.5,2022-10-31 07:30:00+05:30,india,19.2243333,72.8658113,2022-10-31,2022,10,7,Monday,False
IN,"borivali east, mumbai - mpcb",pm10,caaqm,µg/m³,55.0,2022-10-31 07:30:00+05:30,india,19.2243333,72.8658113,2022-10-31,2022,10,7,Monday,False
IN,"udyogamandal, eloor - kerala pcb",co,caaqm,µg/m³,580.0,2022-10-31 07:15:00+05:30,india,10.073232000000004,76.30276500000001,2022-10-31,2022,10,7,Monday,False
IN,"jayanagar 5th block, bengaluru - kspcb",o3,caaqm,µg/m³,31.28,2022-10-31 07:30:00+05:30,india,12.920984000000002,77.584908,2022-10-31,2022,10,7,Monday,False
IN,"bapuji nagar, bengaluru - kspcb",pm10,caaqm,µg/m³,170.0,2022-10-31 07:30:00+05:30,india,12.951913,77.539784,2022-10-31,2022,10,7,Monday,False
IN,"knowledge park - v, greater noida - uppcb",o3,caaqm,µg/m³,4.43,2022-10-31 07:30:00+05:30,india,28.557054,77.453663,2022-10-31,2022,10,7,Monday,False
IN,"hebbal 1st stage, mysuru - kspcb",so2,caaqm,µg/m³,5.49,2020-01-03 16:45:00+05:30,india,12.3511441,76.6249171,2020-01-03,2020,1,16,Friday,False
IN,"gole bazar, katni - mppcb",no2,caaqm,µg/m³,34.0,2020-01-07 14:45:00+05:30,india,23.833778,80.39122199999998,2020-01-07,2020,1,14,Tuesday,False
IN,"drm office danapur, patna - bspcb",o3,caaqm,µg/m³,46.75,2022-10-16 21:30:00+05:30,india,25.586562,85.043586,2022-10-16,2022,10,21,Sunday,True
IN,"pallavpuram phase 2, meerut - uppcb",pm2.5,caaqm,µg/m³,122.0,2022-10-16 21:30:00+05:30,india,29.063510000000004,77.709723,2022-10-16,2022,10,21,Sunday,True
IN,"okhla phase-2, delhi - dpcc",o3,caaqm,µg/m³,6.7,2022-10-31 06:15:00+05:30,india,28.530785000000005,77.271255,2022-10-31,2022,10,6,Monday,False
IN,"anand vihar, hapur - uppcb",so2,caaqm,µg/m³,29.2,2022-10-31 07:30:00+05:30,india,28.725645,77.74967500000001,2022-10-31,2022,10,7,Monday,False
IN,"wazirpur, delhi - dpcc",pm2.5,caaqm,µg/m³,210.0,2022-10-31 06:15:00+05:30,india,28.699793,77.165453,2022-10-31,2022,10,6,Monday,False
IN,"sri aurobindo marg, delhi - dpcc",so2,caaqm,µg/m³,3.8,2022-10-31 06:15:00+05:30,india,28.531346,77.190156,2022-10-31,2022,10,6,Monday,False
IN,"mundka, delhi - dpcc",pm10,caaqm,µg/m³,313.0,2022-10-31 06:15:00+05:30,india,28.684678,77.076574,2022-10-31,2022,10,6,Monday,False
IN,"govt. high school shikarpur, patna - bspcb",o3,caaqm,µg/m³,26.13,2022-10-16 21:15:00+05:30,india,25.592539,85.22715800000002,2022-10-16,2022,10,21,Sunday,True
IN,"mini secretariat, charkhi dadri - hspcb",so2,caaqm,µg/m³,10.69,2022-10-16 21:30:00+05:30,india,28.593883,76.270653,2022-10-16,2022,10,21,Sunday,True
IN,"manali village, chennai - tnpcb",pm10,caaqm,µg/m³,26.87,2022-10-31 07:30:00+05:30,india,13.166200000000002,80.2584,2022-10-31,2022,10,7,Monday,False
IN,"rohini, delhi - dpcc",o3,caaqm,µg/m³,3.0,2022-10-31 06:15:00+05:30,india,28.732528,77.11992,2022-10-31,2022,10,6,Monday,False
IN,"palayam, kozhikode - kerala pcb",no2,caaqm,µg/m³,17.5,2022-10-16 10:15:00+05:30,india,11.249077,75.78437099999998,2022-10-16,2022,10,10,Sunday,True
IN,"pwd juction, kohima - npcb",co,caaqm,µg/m³,340.0,2022-10-16 21:30:00+05:30,india,25.663541299999995,94.09898780000002,2022-10-16,2022,10,21,Sunday,True
IN,"railway colony, guwahati - pcba",o3,caaqm,µg/m³,24.43,2022-10-31 07:15:00+05:30,india,26.181742,91.78063,2022-10-31,2022,10,7,Monday,False
IN,"rabindra sarobar, kolkata - wbpcb",o3,caaqm,µg/m³,7.5,2022-10-31 07:15:00+05:30,india,22.51106,88.35142,2022-10-31,2022,10,7,Monday,False
IN,"murthal, sonipat - hspcb",so2,caaqm,µg/m³,15.8,2022-10-16 21:30:00+05:30,india,29.0272,77.0621,2022-10-16,2022,10,21,Sunday,True
IN,"sector-12, karnal - hspcb",co,caaqm,µg/m³,1710.0,2022-10-31 07:00:00+05:30,india,29.6953,77.0027,2022-10-31,2022,10,7,Monday,False
IN,"sector-12, karnal - hspcb",so2,caaqm,µg/m³,8.02,2022-10-31 07:00:00+05:30,india,29.6953,77.0027,2022-10-31,2022,10,7,Monday,False
IN,"marhatal, jabalpur - mppcb",pm10,caaqm,µg/m³,91.0,2022-10-16 21:30:00+05:30,india,23.168606,79.932247,2022-10-16,2022,10,21,Sunday,True
IN,"polayathode, kollam - kerala pcb",no2,caaqm,µg/m³,5.1,2022-10-16 21:15:00+05:30,india,8.8787,76.6073,2022-10-16,2022,10,21,Sunday,True
IN,"sector-19a nerul, navi mumbai - iitm",so2,caaqm,µg/m³,1.31,2022-10-16 21:30:00+05:30,india,19.044,73.03250000000001,2022-10-16,2022,10,21,Sunday,True
IN,"chakala-andheri east, mumbai - iitm",o3,caaqm,µg/m³,11.0,2022-10-16 18:30:00+05:30,india,19.11074,72.86084,2022-10-16,2022,10,18,Sunday,True
IN,"kadri, mangalore - kspcb",no2,caaqm,µg/m³,47.8,2022-10-31 07:15:00+05:30,india,12.889250000000002,74.853,2022-10-31,2022,10,7,Monday,False
IN,"tamaka ind. area, kolar - kspcb",o3,caaqm,µg/m³,5.12,2022-10-31 07:30:00+05:30,india,13.1276288,78.1570122,2022-10-31,2022,10,7,Monday,False
IN,"devaraj urs badavane, davanagere - kspcb",no2,caaqm,µg/m³,8.77,2022-10-16 18:30:00+05:30,india,14.475799999999998,75.9052,2022-10-16,2022,10,18,Sunday,True
IN,"mit-kothrud, pune - iitm",no2,caaqm,µg/m³,11.64,2022-07-11 10:45:00+05:30,india,18.517754,73.8214883,2022-07-11,2022,7,10,Monday,False
IN,"siddharth nagar-worli, mumbai - iitm",no2,caaqm,µg/m³,45.37,2022-10-16 21:30:00+05:30,india,19.000083,72.813993,2022-10-16,2022,10,21,Sunday,True
IN,"chandkheda, ahmedabad - iitm",co,caaqm,µg/m³,320.0,2022-10-16 21:15:00+05:30,india,23.107969,72.57464800000001,2022-10-16,2022,10,21,Sunday,True
IN,"sac isro bopal, ahmedabad - iitm",o3,caaqm,µg/m³,8.03,2022-06-22 14:15:00+05:30,india,23.041137,72.45669099999999,2022-06-22,2022,6,14,Wednesday,False
IN,"shahjahan garden, agra - uppcb",no2,caaqm,µg/m³,62.47,2022-10-31 07:30:00+05:30,india,27.169338,78.03582,2022-10-31,2022,10,7,Monday,False
IN,"dangi tola, rajgir - bspcb",pm2.5,caaqm,µg/m³,57.0,2022-10-16 21:15:00+05:30,india,25.032800000000005,85.41948000000001,2022-10-16,2022,10,21,Sunday,True
IN,"buddhi vihar, moradabad - uppcb",co,caaqm,µg/m³,2090.0,2022-10-16 21:30:00+05:30,india,28.83526,78.7446,2022-10-16,2022,10,21,Sunday,True
IN,"buddhi vihar, moradabad - uppcb",pm10,caaqm,µg/m³,143.55,2022-10-16 21:30:00+05:30,india,28.83526,78.7446,2022-10-16,2022,10,21,Sunday,True
IN,"sector-53, chandigarh - cpcc",pm10,caaqm,µg/m³,94.0,2022-10-31 07:15:00+05:30,india,30.719859,76.738637,2022-10-31,2022,10,7,Monday,False
IN,"drcc anandpur, begusarai - bspcb",pm10,caaqm,µg/m³,510.0,2022-10-31 07:15:00+05:30,india,25.444266,86.140169,2022-10-31,2022,10,7,Monday,False
IN,"manipur university, imphal - manipur pcb",co,caaqm,µg/m³,140.0,2022-10-15 15:15:00+05:30,india,24.7524239,93.9286218,2022-10-15,2022,10,15,Saturday,True
IN,"chalai bazaar, ramanathapuram - tnpcb",no2,caaqm,µg/m³,1.17,2022-10-31 07:30:00+05:30,india,9.36399,78.831977,2022-10-31,2022,10,7,Monday,False
IN,"mendonsa colony, dindigul - tnpcb",so2,caaqm,µg/m³,35.54,2022-10-16 21:30:00+05:30,india,10.358535000000002,77.98432100000001,2022-10-16,2022,10,21,Sunday,True
IN,"btm layout, bengaluru - kspcb",pm2.5,cpcb,µg/m³,45.62,2018-02-22 08:30:00+05:30,india,12.912811110000002,77.60921944,2018-02-22,2018,2,8,Thursday,False
IN,collectorate - muzaffarpur - bspcb,o3,cpcb,µg/m³,2.4,2018-02-22 05:15:00+05:30,india,26.0762,85.4115,2018-02-22,2018,2,5,Thursday,False
IN,collectorate - muzaffarpur - bspcb,pm2.5,cpcb,µg/m³,245.0,2018-02-22 05:15:00+05:30,india,26.0762,85.4115,2018-02-22,2018,2,5,Thursday,False
IN,"sector16a, faridabad - hspcb",no2,cpcb,µg/m³,69.44,2018-02-22 08:55:00+05:30,india,28.41012222,77.313775,2018-02-22,2018,2,8,Thursday,False
IN,nehru nagar,pm2.5,cpcb,µg/m³,167.0,2018-02-22 08:45:00+05:30,india,26.470308800000005,80.3251749,2018-02-22,2018,2,8,Thursday,False
IN,"burari crossing, delhi - imd",o3,caaqm,µg/m³,36.63,2022-08-03 16:30:00+05:30,india,28.7256504,77.2011573,2022-08-03,2022,8,16,Wednesday,False
IN,"golden temple, amritsar - ppcb",pm2.5,caaqm,µg/m³,129.31,2022-10-31 07:30:00+05:30,india,31.62,74.876512,2022-10-31,2022,10,7,Monday,False
IN,"golden temple, amritsar - ppcb",so2,caaqm,µg/m³,7.21,2022-10-31 07:30:00+05:30,india,31.62,74.876512,2022-10-31,2022,10,7,Monday,False
IN,"alandur bus depot, chennai - cpcb",pm2.5,caaqm,µg/m³,88.77,2022-10-31 07:15:00+05:30,india,12.909916100000002,80.1076538,2022-10-31,2022,10,7,Monday,False
IN,"city railway station, bengaluru - kspcb",co,caaqm,µg/m³,1420.0,2022-10-31 07:15:00+05:30,india,12.9756843,77.5660749,2022-10-31,2022,10,7,Monday,False
IN,"collectorate, jodhpur - rspcb",co,caaqm,µg/m³,590.0,2022-10-31 07:15:00+05:30,india,26.268249,73.0193853,2022-10-31,2022,10,7,Monday,False
IN,"pimpleshwar mandir, thane - mpcb",pm10,caaqm,µg/m³,72.15,2022-10-16 17:15:00+05:30,india,19.192056,72.9585188,2022-10-16,2022,10,17,Sunday,True
IN,"asansol court area, asansol - wbpcb",pm2.5,caaqm,µg/m³,74.44,2022-10-31 07:15:00+05:30,india,23.685297,86.945968,2022-10-31,2022,10,7,Monday,False
IN,"nishant ganj, lucknow - uppcb",pm2.5,caaqm,µg/m³,5.0,2019-08-21 13:45:00+05:30,india,26.871428,80.957145,2019-08-21,2019,8,13,Wednesday,False
IN,"chandrapur, chandrapur - mpcb",pm2.5,caaqm,µg/m³,66.0,2022-10-31 07:30:00+05:30,india,19.645324,77.6345232,2022-10-31,2022,10,7,Monday,False
IN,"sidhu kanhu indoor stadium, durgapur - wbpcb",pm2.5,caaqm,µg/m³,50.26,2022-10-31 07:15:00+05:30,india,23.5404352,87.2892225,2022-10-31,2022,10,7,Monday,False
IN,"central university, hyderabad - tspcb",co,caaqm,µg/m³,700.0,2022-10-31 07:30:00+05:30,india,17.460103,78.334361,2022-10-31,2022,10,7,Monday,False
IN,"sanegurava halli, bengaluru - kspcb",no2,caaqm,µg/m³,21.64,2022-10-31 07:30:00+05:30,india,12.990328,77.5431385,2022-10-31,2022,10,7,Monday,False
IN,"icrisat patancheru, hyderabad - tspcb",o3,data.gov.in,µg/m³,53.0,2022-03-25 05:00:00+05:30,india,17.4342359,78.4170318,2022-03-25,2022,3,5,Friday,False
IN,"vivek vihar, delhi - dpcc",pm10,caaqm,µg/m³,416.0,2018-05-12 11:30:00+05:30,india,28.6687803,77.3130982,2018-05-12,2018,5,11,Saturday,True
IN,"jawaharlal nehru stadium, delhi - dpcc",no2,caaqm,µg/m³,23.4,2018-05-10 15:00:00+05:30,india,28.5828503,77.2321778,2018-05-10,2018,5,15,Thursday,False
IN,"dwarka-sector 8, delhi - dpcc",o3,caaqm,µg/m³,187.9,2018-05-12 10:30:00+05:30,india,28.5206826,76.8023871,2018-05-12,2018,5,10,Saturday,True
IN,"jahangirpuri, delhi - dpcc",pm2.5,caaqm,µg/m³,127.0,2018-05-12 12:00:00+05:30,india,28.7258373,77.1605631,2018-05-12,2018,5,12,Saturday,True
IN,"punjabi bagh, delhi - dpcc",no2,caaqm,µg/m³,54.7,2022-10-16 19:45:00+05:30,india,28.674045000000003,77.13102300000001,2022-10-16,2022,10,19,Sunday,True
IN,"bandhavgar colony, satna - birla cement",no2,caaqm,µg/m³,12.21,2022-10-31 07:30:00+05:30,india,24.584343630000003,80.85494140000002,2022-10-31,2022,10,7,Monday,False
IN,"gobind pura, yamuna nagar - hspcb",o3,caaqm,µg/m³,1.74,2022-10-31 07:00:00+05:30,india,30.1480566,77.2893471,2022-10-31,2022,10,7,Monday,False
IN,"urban estate-ii, hisar - hspcb",o3,caaqm,µg/m³,82.7,2022-10-31 07:15:00+05:30,india,29.14056,75.744941,2022-10-31,2022,10,7,Monday,False
IN,"kalal majra, khanna - ppcb",so2,caaqm,µg/m³,7.95,2022-10-31 06:30:00+05:30,india,30.736056,76.209694,2022-10-31,2022,10,6,Monday,False
IN,"sector-2 imt, manesar - hspcb",pm10,caaqm,µg/m³,345.9,2022-10-31 07:15:00+05:30,india,28.360699,76.93609,2022-10-31,2022,10,7,Monday,False
IN,"powai, mumbai - mpcb",pm2.5,caaqm,µg/m³,28.0,2022-10-16 18:45:00+05:30,india,19.1375,72.915056,2022-10-16,2022,10,18,Sunday,True
IN,"sector-18, panipat - hspcb",co,caaqm,µg/m³,2060.0,2022-10-31 07:15:00+05:30,india,29.497973,76.993331,2022-10-31,2022,10,7,Monday,False
IN,"sector-18, panipat - hspcb",pm2.5,caaqm,µg/m³,89.5,2022-10-31 07:15:00+05:30,india,29.497973,76.993331,2022-10-31,2022,10,7,Monday,False
IN,"patti mehar, ambala - hspcb",no2,caaqm,µg/m³,2.71,2022-10-31 07:15:00+05:30,india,30.379589,76.778328,2022-10-31,2022,10,7,Monday,False
IN,"patti mehar, ambala - hspcb",so2,caaqm,µg/m³,4.72,2022-10-31 07:15:00+05:30,india,30.379589,76.778328,2022-10-31,2022,10,7,Monday,False
IN,"patti mehar, ambala - hspcb",pm2.5,caaqm,µg/m³,115.58,2022-10-31 07:15:00+05:30,india,30.379589,76.778328,2022-10-31,2022,10,7,Monday,False
IN,"jai bhim nagar, meerut - uppcb",co,caaqm,µg/m³,1290.0,2022-10-31 07:30:00+05:30,india,28.9535882,77.7622941,2022-10-31,2022,10,7,Monday,False
IN,"sector-1, noida - uppcb",co,caaqm,µg/m³,8970.0,2022-10-13 11:45:00+05:30,india,28.589800000000004,77.3101,2022-10-13,2022,10,11,Thursday,False
IN,"fort william, kolkata - wbpcb",co,caaqm,µg/m³,540.0,2022-10-31 07:15:00+05:30,india,22.55664,88.342674,2022-10-31,2022,10,7,Monday,False
IN,"hebbal, bengaluru - kspcb",no2,caaqm,µg/m³,26.5,2022-10-31 07:30:00+05:30,india,13.029151999999998,77.58590100000002,2022-10-31,2022,10,7,Monday,False
IN,"sfti kusdihra, gaya - bspcb",pm10,caaqm,µg/m³,42.17,2022-10-16 21:00:00+05:30,india,24.762518,84.982348,2022-10-16,2022,10,21,Sunday,True
IN,"bandra, mumbai - mpcb",pm10,caaqm,µg/m³,104.3,2021-12-24 10:15:00+05:30,india,19.0627,72.84614,2021-12-24,2021,12,10,Friday,False
IN,"ibrahimpur, vijayapura - kspcb",co,caaqm,µg/m³,390.0,2022-10-16 21:30:00+05:30,india,16.802639,75.722694,2022-10-16,2022,10,21,Sunday,True
IN,"urban, chamarajanagar - kspcb",co,caaqm,µg/m³,300.0,2022-10-31 07:30:00+05:30,india,11.553579999999998,76.55521,2022-10-31,2022,10,7,Monday,False
IN,"bawana, delhi - dpcc",pm10,caaqm,µg/m³,493.0,2022-10-31 06:15:00+05:30,india,28.7762,77.051074,2022-10-31,2022,10,6,Monday,False
IN,"sonia vihar, delhi - dpcc",pm2.5,caaqm,µg/m³,310.0,2022-10-31 06:15:00+05:30,india,28.710508,77.249485,2022-10-31,2022,10,6,Monday,False
IN,"vyttila, kochi - kerala pcb",pm10,caaqm,µg/m³,69.75,2022-10-16 21:30:00+05:30,india,9.969447,76.321186,2022-10-16,2022,10,21,Sunday,True
IN,"sri aurobindo marg, delhi - dpcc",o3,caaqm,µg/m³,6.1,2022-10-31 06:15:00+05:30,india,28.531346,77.190156,2022-10-31,2022,10,6,Monday,False
IN,"rajbansi nagar, patna - bspcb",no2,caaqm,µg/m³,63.11,2022-10-16 21:15:00+05:30,india,25.599486,85.11366599999998,2022-10-16,2022,10,21,Sunday,True
IN,"sector-51, gurugram - hspcb",o3,caaqm,µg/m³,36.33,2022-10-16 21:30:00+05:30,india,28.422699999999995,77.06669999999998,2022-10-16,2022,10,21,Sunday,True
IN,"icrisat patancheru, hyderabad - tspcb",no2,caaqm,µg/m³,23.3,2022-10-31 07:15:00+05:30,india,17.5184,78.278777,2022-10-31,2022,10,7,Monday,False
IN,"palayam, kozhikode - kerala pcb",pm2.5,caaqm,µg/m³,50.0,2022-10-16 10:15:00+05:30,india,11.249077,75.78437099999998,2022-10-16,2022,10,10,Sunday,True
IN,"ballygunge, kolkata - wbpcb",no2,caaqm,µg/m³,24.6,2022-10-16 21:30:00+05:30,india,22.5367507,88.3638022,2022-10-16,2022,10,21,Sunday,True
IN,"royapuram, chennai - tnpcb",pm2.5,caaqm,µg/m³,2.0,2022-10-16 21:30:00+05:30,india,13.1036,80.29089999999998,2022-10-16,2022,10,21,Sunday,True
IN,"kunjaban, agartala - tripura spcb",no2,caaqm,µg/m³,16.95,2022-10-16 21:30:00+05:30,india,23.8628276,91.2887362,2022-10-16,2022,10,21,Sunday,True
IN,"bandra kurla complex, mumbai - iitm",co,caaqm,µg/m³,4230.0,2022-10-16 21:15:00+05:30,india,19.053536000000005,72.84643,2022-10-16,2022,10,21,Sunday,True
IN,"bhosari, pune - iitm",pm2.5,caaqm,µg/m³,17.48,2022-07-07 10:15:00+05:30,india,18.640051,73.848956,2022-07-07,2022,7,10,Thursday,False
IN,"chakala-andheri east, mumbai - iitm",co,caaqm,µg/m³,1000.0,2022-10-16 18:30:00+05:30,india,19.11074,72.86084,2022-10-16,2022,10,18,Sunday,True
IN,"khindipada-bhandup west, mumbai - iitm",pm10,caaqm,µg/m³,11.81,2022-09-22 11:00:00+05:30,india,19.1653323,72.922099,2022-09-22,2022,9,11,Thursday,False
IN,"alandi, pune - iitm",no2,caaqm,µg/m³,11.72,2022-07-21 10:15:00+05:30,india,18.675076,73.892743,2022-07-21,2022,7,10,Thursday,False
IN,"tamaka ind. area, kolar - kspcb",co,caaqm,µg/m³,4040.0,2021-10-22 16:15:00+05:30,india,13.1276288,78.1570122,2021-10-22,2021,10,16,Friday,False
IN,"b.katihalli, hassan - kspcb",so2,caaqm,µg/m³,14.57,2022-10-16 21:15:00+05:30,india,13.008556,76.12525800000002,2022-10-16,2022,10,21,Sunday,True
IN,"jhunsi, prayagraj - uppcb",pm2.5,caaqm,µg/m³,107.67,2022-10-16 21:30:00+05:30,india,25.425602,81.917152,2022-10-16,2022,10,21,Sunday,True
IN,"motilal nehru nit, prayagraj - uppcb",no2,caaqm,µg/m³,30.3,2022-10-31 07:30:00+05:30,india,25.494,81.863,2022-10-31,2022,10,7,Monday,False
IN,"manoharpur, agra - uppcb",so2,caaqm,µg/m³,18.63,2022-10-31 07:30:00+05:30,india,27.23711,78.01936,2022-10-31,2022,10,7,Monday,False
IN,"chandkheda, ahmedabad - iitm",no2,caaqm,µg/m³,4.84,2022-10-16 21:15:00+05:30,india,23.107969,72.57464800000001,2022-10-16,2022,10,21,Sunday,True
IN,"shastripuram, agra - uppcb",so2,caaqm,µg/m³,17.35,2022-10-16 21:30:00+05:30,india,27.19862,77.92066,2022-10-16,2022,10,21,Sunday,True
IN,"kamalnath nagar, bettiah - bspcb",o3,caaqm,µg/m³,36.8,2022-10-16 21:15:00+05:30,india,26.80365,84.51954,2022-10-16,2022,10,21,Sunday,True
IN,"gandak colony, motihari - bspcb",no2,caaqm,µg/m³,32.2,2022-10-16 21:15:00+05:30,india,26.630859999999995,84.90051,2022-10-16,2022,10,21,Sunday,True
IN,"nagar nigam, prayagraj - uppcb",pm2.5,caaqm,µg/m³,135.04,2022-10-31 07:30:00+05:30,india,25.449199160000003,81.82735986,2022-10-31,2022,10,7,Monday,False
IN,"mangala, bilaspur - ntpc",no2,caaqm,µg/m³,9.22,2022-10-31 07:30:00+05:30,india,22.08815,82.13737,2022-10-31,2022,10,7,Monday,False
IN,"dm office_kachari chowk, bhagalpur - bspcb",so2,caaqm,µg/m³,12.3,2022-10-31 07:15:00+05:30,india,25.251013,86.98900100000002,2022-10-31,2022,10,7,Monday,False
IN,"dm office_kachari chowk, bhagalpur - bspcb",o3,caaqm,µg/m³,25.0,2022-10-31 07:15:00+05:30,india,25.251013,86.98900100000002,2022-10-31,2022,10,7,Monday,False
IN,"jigar colony, moradabad - uppcb",no2,caaqm,µg/m³,8.08,2022-10-31 07:30:00+05:30,india,28.856664,78.77263800000001,2022-10-31,2022,10,7,Monday,False
IN,"shivaji nagar, jhansi - uppcb",no2,caaqm,µg/m³,26.36,2022-10-31 07:30:00+05:30,india,25.4547,78.6039,2022-10-31,2022,10,7,Monday,False
IN,"himuda complex phase-1, baddi - hppcb",pm10,caaqm,µg/m³,68.0,2022-10-31 07:15:00+05:30,india,30.943887,76.801991,2022-10-31,2022,10,7,Monday,False
IN,"manipur university, imphal - manipur pcb",so2,caaqm,µg/m³,49.11,2022-10-15 15:15:00+05:30,india,24.7524239,93.9286218,2022-10-15,2022,10,15,Saturday,True
IN,"somajiguda, hyderabad - tspcb",o3,caaqm,µg/m³,18.88,2022-10-16 21:30:00+05:30,india,17.417093999999995,78.45743700000001,2022-10-16,2022,10,21,Sunday,True
IN,"mandir marg, delhi - dpcc",co,cpcb,µg/m³,7500.0,2018-02-21 22:15:00+05:30,india,28.6341,77.2005,2018-02-21,2018,2,22,Wednesday,False
IN,"lalbagh, dn park",pm2.5,cpcb,µg/m³,224.64,2018-02-22 09:30:00+05:30,india,26.84578611,80.93874444,2018-02-22,2018,2,9,Thursday,False
IN,"lalbagh, dn park",no2,cpcb,µg/m³,109.32,2018-02-22 09:30:00+05:30,india,26.84578611,80.93874444,2018-02-22,2018,2,9,Thursday,False
IN,"ihbas, delhi - cpcb",so2,cpcb,µg/m³,6.42,2018-02-22 08:15:00+05:30,india,28.6821,77.305,2018-02-22,2018,2,8,Thursday,False
